,user_id,lgb
1931,2361,"[865511, 915459, 1095068, 1138487, 1029313]"
1933,2363,"[1076875, 1081853, 1057749, 13842214, 1090676]"
1934,2364,"[1817725, 6034857, 1028816, 844165, 1004906]"
1935,2366,"[873964, 1026334, 1123101, 886996, 853210]"
1936,2367,"[7147142, 9707078, 922847, 827683, 9707461]"
1938,2369,"[981591, 896761, 905592, 908217, 866292]"
1939,2370,"[1009449, 1031740, 9392700, 821787, 904422]"
1940,2371,"[1025650, 887219, 1072523, 1084036, 819840]"
1941,2372,"[1028705, 888054, 12452939, 949742, 912280]"
1943,2374,"[9677624, 9677466, 907957, 1110483, 899682]"
1944,2375,"[1036501, 1079023, 847962, 974265, 970698]"
1945,2376,"[1057168, 13842088, 1079878, 9677874, 970455]"
1946,2377,"[835080, 995055, 1029272, 1065496, 1056746]"
1947,2378,"[1129576, 952408, 9527323, 12577242, 5995427]"
1948,2379,"[1059527, 848684, 1111129, 977481, 1069003]"
1949,2380,"[948119, 935968, 958549, 1039927, 8069336]"
1950,2381,"[6979427, 871440, 1045790, 6979222, 819063]"
1952,2386,"[881154, 987571, 6464165, 829972, 12524439]"
1953,2387,"[1101449, 917033, 916990, 858743, 1114605]"
1954,2388,"[930137, 937626, 9884698, 995055, 1134143]"
1955,2389,"[1103826, 937736, 950894, 999613, 827683]"
1956,2392,"[1009368, 926680, 1099905, 911338, 1038745]"
1957,2393,"[1051878, 1057260, 6391089, 1085435, 962967]"
1958,2394,"[847344, 986727, 9835509, 1110695, 927400]"
1959,2395,"[965963, 1054323, 910214, 10457128, 949294]"
1960,2396,"[1139827, 997907, 925437, 868015, 866355]"
1961,2398,"[977481, 1039876, 930955, 891118, 861246]"
1963,2400,"[887526, 1085333, 851188, 862582, 1096573]"
1964,2401,"[6979518, 819840, 848029, 825343, 909349]"
1965,2402,"[995276, 1092149, 1079338, 12949590, 862538]"
1966,2404,"[844165, 862349, 1058997, 908531, 923746]"
1967,2405,"[6602697, 1091383, 1053730, 936914, 9655647]"
1968,2406,"[6514259, 859987, 983665, 981591, 1136654]"
1969,2407,"[15925334, 1038443, 878442, 866528, 897611]"
1970,2408,"[1067565, 9268695, 1036262, 919596, 1074283]"
1971,2410,"[5569098, 931007, 1037840, 1108094, 948232]"
1972,2412,"[13841744, 844165, 995628, 1092937, 849297]"
1973,2415,"[844165, 1083493, 6391134, 1027284, 863208]"
1974,2416,"[15737492, 849697, 12808385, 1032458, 938596]"
1975,2418,"[9245108, 1072693, 943076, 964573, 1100379]"
1976,2419,"[15717057, 1069312, 7024814, 825994, 957089]"
1977,2420,"[1016377, 845091, 7410017, 1029479, 6904786]"
1978,2421,"[6464105, 851468, 6463937, 881154, 1021715]"
1979,2423,"[1002261, 6443332, 1061220, 826144, 1070898]"
1980,2424,"[1072693, 1080989, 913046, 1111763, 920367]"
1981,2425,"[962615, 955921, 823775, 6979579, 983795]"
1982,2426,"[1058404, 844165, 825670, 932503, 1076467]"
1983,2427,"[897953, 1054539, 1019883, 856788, 1019011]"
1984,2430,"[845193, 1119089, 6772782, 831161, 851101]"
1985,2431,"[901976, 1038745, 963226, 6464126, 918638]"
1986,2432,"[1110244, 1065331, 1137387, 1015974, 827683]"
1987,2435,"[12731517, 12695224, 10198378, 828489, 1056267]"
1988,2437,"[7409618, 7409644, 831063, 5570383, 1048257]"
1989,2438,"[8090556, 968936, 919766, 1126703, 1058997]"
1990,2440,"[1096727, 1053058, 9297194, 10150101, 955858]"
1991,2441,"[977481, 898121, 1016274, 889649, 1021519]"
1992,2442,"[5580793, 868764, 5568489, 9527323, 6602697]"
1993,2445,"[1082947, 1107553, 840227, 901067, 1098694]"
1994,2446,"[1044259, 1060005, 819112, 1000542, 941368]"
1995,2447,"[868764, 1107553, 1010079, 1067425, 8293600]"
1996,2448,"[5568964, 1054402, 882489, 6463520, 915064]"
1997,2449,"[1034955, 1115098, 868548, 959455, 874651]"
1998,2450,"[12757280, 1038985, 980246, 1065303, 12757065]"
1999,2451,"[13003101, 1131133, 923670, 1076580, 854754]"
2000,2452,"[1025581, 949023, 923967, 1105816, 996425]"
2001,2453,"[9245040, 9858794, 12525270, 1036501, 850004]"
2002,2454,"[877523, 1037332, 921744, 1054424, 905817]"
2003,2455,"[983795, 1102416, 1055022, 883819, 8358065]"
2004,2456,"[1065979, 936830, 912902, 7025114, 964853]"
2005,2457,"[876115, 938118, 9245040, 7166791, 898121]"
2006,2458,"[865511, 1131892, 1060543, 1012913, 864805]"
2007,2459,"[1015539, 1031864, 851865, 5576075, 1135468]"
2008,2460,"[1082990, 944486, 862732, 1036501, 1075470]"
2009,2461,"[1110743, 13133916, 1135044, 1112205, 819969]"
2010,2462,"[8293343, 851146, 824796, 829645, 834932]"
2011,2464,"[7025106, 984411, 1082212, 1033142, 872137]"
2012,2465,"[10344585, 1093603, 1029479, 9835880, 980246]"
2013,2466,"[820923, 1006188, 1139303, 1053058, 949030]"
2014,2467,"[1036501, 1073150, 12330794, 857554, 1069863]"
2015,2468,"[1031316, 1021116, 1013578, 833458, 1100049]"
2016,2469,"[868764, 1102456, 943393, 882496, 869903]"
2017,2470,"[821083, 906017, 892998, 823356, 6391381]"
2018,2471,"[13008321, 1093966, 9523059, 1001845, 931579]"
2019,2472,"[977481, 6464126, 6979049, 949294, 942045]"
2020,2474,"[856788, 905459, 938841, 1011427, 822646]"
2021,2475,"[1121384, 7025114, 925282, 839208, 837969]"
2022,2478,"[823775, 889731, 932949, 9296849, 989703]"
2023,2479,"[845975, 13008321, 12692328, 1048483, 947146]"
2024,2481,"[934399, 1057749, 7441303, 859987, 1033347]"
2025,2482,"[995055, 841478, 1089108, 910439, 844759]"
2026,2483,"[6533936, 1070276, 948832, 1048727, 1135971]"
2027,2484,"[878715, 871514, 873964, 879393, 899470]"
2028,2485,"[918098, 991303, 1134483, 891505, 5567582]"
2029,2486,"[932464, 7441498, 1045826, 843259, 823576]"
2031,2488,"[13213475, 972665, 1003806, 834962, 971957]"
2032,2489,"[9338009, 12171414, 1048727, 892500, 1112205]"
2033,2490,"[1013999, 1100658, 1006483, 873324, 842423]"
2034,2492,"[912004, 914577, 929231, 1060408, 924427]"
2035,2494,"[1033769, 1010190, 5569098, 1133893, 827024]"
2037,2496,"[842783, 957741, 9487534, 12452939, 953539]"
2038,2497,"[1066685, 870515, 6633056, 1103513, 907308]"
2039,2498,"[1100379, 851101, 849578, 8119004, 5577022]"
2040,2499,"[866528, 833458, 962991, 5570048, 873964]"
2041,2500,"[1065538, 13416937, 859237, 1013389, 13007284]"
